species	type	filename	invalid_chars	record_count	example_seq_id
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMS	1	KAE9445388.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	HRW	1	KAE9446906.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KV	1	KAE9458130.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMRW	1	KAE9450400.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	DRW	1	KAE9444853.1
Solanum_chilense	CDS	Solanum_chilense.rga.cds.fa	K	1	SOLCI001532600_T001
Agastache_rugosa	protein	Agastache_rugosa.rga.pro.fa	.	1176	AG34_scaffold5_07520T
Ammopiptanthus_nanus	protein	Ammopiptanthus_nanus.rga.pro.fa	.	1306	EVM0019348.1_R0
Artocarpus_nanchuanensis	protein	Artocarpus_nanchuanensis.rga.pro.fa	.	2341	EVM0028585.1
Codonopsis_lanceolata	protein	Codonopsis_lanceolata.rga.pro.fa	.	2305	Cl_C14927_unscaffolded_00010T
Coix_lacrymajobi	protein	Coix_lacrymajobi.rga.pro.fa	.	1602	Adlay1202_T0110
Colocasia_esculenta	protein	Colocasia_esculenta.rga.pro.fa	.	1325	EVM0027750.1
Elaeagnus_angustifolia	protein	Elaeagnus_angustifolia.rga.pro.fa	.	1564	EVM0020989.1
Gossypium_anomalum	protein	Gossypium_anomalum.rga.pro.fa	.	2201	Gano_13G003990.1
Gossypium_bickii	protein	Gossypium_bickii.rga.pro.fa	.	2122	Gbic_03G029420.1
Gossypium_stocksii	protein	Gossypium_stocksii.rga.pro.fa	.	2271	Gsto_01G004810.1
Gypsophila_paniculata	protein	Gypsophila_paniculata.rga.pro.fa	.	1844	Gpan11g00925.m1
